0	Kingdom	Phylum	Class	Order	Family	Genus
10981	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
10982	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
7721	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	unclassified
7720	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
7719	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
7718	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
7717	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
7716	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	unclassified	unclassified
3077	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
3078	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
3079	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
3080	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
7702	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
7701	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
7700	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
7699	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	unclassified
7698	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
7696	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
7695	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
7694	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter
7693	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
3057	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
3056	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella
3055	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
3054	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
3012	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
3013	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	unclassified
3014	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
3015	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
3016	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
3017	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
3018	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
3019	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	unclassified
3020	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
3021	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
7692	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
3023	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
3025	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
3028	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
7766	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
7765	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
7764	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
7763	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
7762	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
11329	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
7761	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11328	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
3024	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
8279	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Dysosmobacter
7691	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
7689	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
7601	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter
7600	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
7598	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
7597	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
7595	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
3167	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
3168	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
3169	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
3170	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
3172	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
3175	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter
3176	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
10987	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
10988	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
7555	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
7554	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
7551	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
10989	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
7523	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
7522	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
7521	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
7626	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	unclassified
7627	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
7628	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
7629	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
7688	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia
3118	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
3119	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
3120	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
3121	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
3122	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
3123	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
3124	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
3125	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
3126	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
7690	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
3127	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
3129	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
10983	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
10984	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera
10985	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
10986	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
7635	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
7634	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
7633	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
7632	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
7630	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia
3128	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
8280	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
8281	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
8282	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
8951	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1938	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1939	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum
1941	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1942	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella
1943	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
1944	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella
1945	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1946	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1950	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1952	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1957	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
1959	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
1960	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Sellimonas
1961	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella
1962	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1963	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1964	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
11537	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
8932	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
11536	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
8953	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
8931	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
8954	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8956	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9054	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9052	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9051	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
9050	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
9048	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Massiliprevotella
9047	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
9018	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
9017	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unclassified
9016	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
9015	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus
9013	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9012	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
10950	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter
10951	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
10952	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia
10953	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter
10954	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
10955	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8959	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8958	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
8957	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
8955	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
8930	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Megasphaera
8929	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium
8928	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
8869	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella
8868	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
8867	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8866	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
8865	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8864	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8863	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8862	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
2040	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter
8861	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8859	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter
11517	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
8857	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
2047	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
2048	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
2049	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
2051	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
11516	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11515	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
11514	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11513	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8871	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
8872	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
11518	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8873	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
8927	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8926	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8925	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
1991	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalibacillus
1993	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1994	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
1995	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
1996	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1997	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8897	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9055	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
8896	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8894	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8893	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8892	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unclassified
8891	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum
11522	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11521	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
11520	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8875	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
11519	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum
8874	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
8895	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9056	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9057	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
9058	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified
9211	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9210	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
9209	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
9208	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9207	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
9206	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9205	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9204	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
1708	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1710	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
1711	Bacteria	Proteobacteria	unclassified	unclassified	unclassified	unclassified
1712	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
1713	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter
1714	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
1715	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11607	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11606	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
11605	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium IV
11604	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
11603	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter
11602	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
9212	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9213	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9214	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9215	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
9301	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
9300	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified
1627	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerobutyricum
11637	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
11636	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
1630	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
11635	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
1632	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia
9299	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
1634	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
9167	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides
1635	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Fusicatenibacter
1637	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Agathobacter
9298	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9297	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
9296	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9295	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
9294	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
9293	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
9292	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9291	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified
9216	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified
1636	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
2083	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified
9166	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea
9164	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola
1790	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter
1791	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
1792	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium
9126	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified
